Date,High,Low,Open,Close,Volume,Adj Close
2015-12-31,107.02999877929688,104.81999969482422,107.01000213623047,105.26000213623047,40635300.0,99.8404769897461
2016-01-04,105.37000274658203,102.0,102.61000061035156,105.3499984741211,67649400.0,99.92584991455078
2016-01-05,105.8499984741211,102.41000366210938,105.75,102.70999908447266,55791000.0,97.42176818847656
2016-01-06,102.37000274658203,99.87000274658203,100.55999755859375,100.69999694824219,68457400.0,95.51524353027344
2016-01-07,100.12999725341797,96.43000030517578,98.68000030517578,96.44999694824219,81094400.0,91.48408508300781
2016-01-08,99.11000061035156,96.76000213623047,98.55000305175781,96.95999908447266,70798000.0,91.96781158447266
2016-01-11,99.05999755859375,97.33999633789062,98.97000122070312,98.52999877929688,49739400.0,93.45697784423828
2016-01-12,100.69000244140625,98.83999633789062,100.55000305175781,99.95999908447266,49154200.0,94.81334686279297
2016-01-13,101.19000244140625,97.30000305175781,100.31999969482422,97.38999938964844,62439600.0,92.37568664550781
2016-01-14,100.4800033569336,95.73999786376953,97.95999908447266,99.5199966430664,63170100.0,94.39600372314453
2016-01-15,97.70999908447266,95.36000061035156,96.19999694824219,97.12999725341797,79010000.0,92.12907409667969
2016-01-19,98.6500015258789,95.5,98.41000366210938,96.66000366210938,53087700.0,91.68325805664062
2016-01-20,98.19000244140625,93.41999816894531,95.0999984741211,96.79000091552734,72334400.0,91.80657958984375
2016-01-21,97.87999725341797,94.94000244140625,97.05999755859375,96.30000305175781,52161500.0,91.341796875
2016-01-22,101.45999908447266,98.37000274658203,98.62999725341797,101.41999816894531,65800500.0,96.19818115234375
2016-01-25,101.52999877929688,99.20999908447266,101.5199966430664,99.44000244140625,51794500.0,94.32012939453125
2016-01-26,100.87999725341797,98.06999969482422,99.93000030517578,99.98999786376953,75077000.0,94.84180450439453
2016-01-27,96.62999725341797,93.33999633789062,96.04000091552734,93.41999816894531,133369700.0,88.61006927490234
2016-01-28,94.5199966430664,92.38999938964844,93.79000091552734,94.08999633789062,55678800.0,89.24557495117188
2016-01-29,97.33999633789062,94.3499984741211,94.79000091552734,97.33999633789062,64416500.0,92.3282470703125
2016-02-01,96.70999908447266,95.4000015258789,96.47000122070312,96.43000030517578,40943500.0,91.46509552001953
2016-02-02,96.04000091552734,94.27999877929688,95.41999816894531,94.4800033569336,37357200.0,89.61550903320312
2016-02-03,96.83999633789062,94.08000183105469,95.0,96.3499984741211,45964300.0,91.38922119140625
2016-02-04,97.33000183105469,95.19000244140625,95.86000061035156,96.5999984741211,46471700.0,92.12352752685547
2016-02-05,96.91999816894531,93.69000244140625,96.5199966430664,94.0199966430664,46418100.0,89.6630859375
2016-02-08,95.69999694824219,93.04000091552734,93.12999725341797,95.01000213623047,54021400.0,90.60722351074219
2016-02-09,95.94000244140625,93.93000030517578,94.29000091552734,94.98999786376953,44331200.0,90.58815002441406
2016-02-10,96.3499984741211,94.0999984741211,95.91999816894531,94.2699966430664,42343600.0,89.90151977539062
2016-02-11,94.72000122070312,92.58999633789062,93.79000091552734,93.69999694824219,50074700.0,89.35791778564453
2016-02-12,94.5,93.01000213623047,94.19000244140625,93.98999786376953,40351400.0,89.63449096679688
2016-02-16,96.8499984741211,94.61000061035156,95.0199966430664,96.63999938964844,49057900.0,92.16166687011719
2016-02-17,98.20999908447266,96.1500015258789,96.66999816894531,98.12000274658203,44863200.0,93.57310485839844
2016-02-18,98.88999938964844,96.08999633789062,98.83999633789062,96.26000213623047,39021000.0,91.79930114746094
2016-02-19,96.76000213623047,95.80000305175781,96.0,96.04000091552734,35374200.0,91.5894775390625
2016-02-22,96.9000015258789,95.91999816894531,96.30999755859375,96.87999725341797,34280800.0,92.39055633544922
2016-02-23,96.5,94.55000305175781,96.4000015258789,94.69000244140625,31942600.0,90.30205535888672
2016-02-24,96.37999725341797,93.31999969482422,93.9800033569336,96.0999984741211,36255700.0,91.64671325683594
2016-02-25,96.76000213623047,95.25,96.05000305175781,96.76000213623047,27582700.0,92.27611541748047
2016-02-26,98.0199966430664,96.58000183105469,97.19999694824219,96.91000366210938,28991100.0,92.41917419433594
2016-02-29,98.2300033569336,96.6500015258789,96.86000061035156,96.69000244140625,35216300.0,92.20938873291016
2016-03-01,100.7699966430664,97.41999816894531,97.6500015258789,100.52999877929688,50407100.0,95.87141418457031
2016-03-02,100.88999938964844,99.63999938964844,100.51000213623047,100.75,33169600.0,96.08123779296875
2016-03-03,101.70999908447266,100.44999694824219,100.58000183105469,101.5,36955700.0,96.79646301269531
2016-03-04,103.75,101.37000274658203,102.37000274658203,103.01000213623047,46055100.0,98.23650360107422
2016-03-07,102.83000183105469,100.95999908447266,102.38999938964844,101.87000274658203,35828900.0,97.14933013916016
2016-03-08,101.76000213623047,100.4000015258789,100.77999877929688,101.02999877929688,31561900.0,96.34825134277344
2016-03-09,101.58000183105469,100.2699966430664,101.30999755859375,101.12000274658203,27201700.0,96.43407440185547
2016-03-10,102.23999786376953,100.1500015258789,101.41000366210938,101.16999816894531,33513600.0,96.48174285888672
2016-03-11,102.27999877929688,101.5,102.23999786376953,102.26000213623047,27408200.0,97.5212631225586
2016-03-14,102.91000366210938,101.77999877929688,101.91000366210938,102.5199966430664,25076100.0,97.76919555664062
2016-03-15,105.18000030517578,103.8499984741211,103.95999908447266,104.58000183105469,40067700.0,99.7337417602539
2016-03-16,106.30999755859375,104.58999633789062,104.61000061035156,105.97000122070312,38303500.0,101.05933380126953
2016-03-17,106.47000122070312,104.95999908447266,105.5199966430664,105.80000305175781,34420700.0,100.89720916748047
2016-03-18,106.5,105.19000244140625,106.33999633789062,105.91999816894531,44205200.0,101.01165008544922
2016-03-21,107.6500015258789,105.13999938964844,105.93000030517578,105.91000366210938,35502700.0,101.00211334228516
2016-03-22,107.29000091552734,105.20999908447266,105.25,106.72000122070312,32444400.0,101.77457427978516
2016-03-23,107.06999969482422,105.9000015258789,106.4800033569336,106.12999725341797,25703500.0,101.2119140625
2016-03-24,106.25,104.88999938964844,105.47000122070312,105.66999816894531,26133000.0,100.77323150634766
2016-03-28,106.19000244140625,105.05999755859375,106.0,105.19000244140625,19411400.0,100.31547546386719
2016-03-29,107.79000091552734,104.87999725341797,104.88999938964844,107.68000030517578,31190100.0,102.69009399414062
2016-03-30,110.41999816894531,108.5999984741211,108.6500015258789,109.55999755859375,45601100.0,104.48296356201172
2016-03-31,109.9000015258789,108.87999725341797,109.72000122070312,108.98999786376953,25888400.0,103.93939208984375
2016-04-01,110.0,108.19999694824219,108.77999877929688,109.98999786376953,25874000.0,104.8930435180664
2016-04-04,112.19000244140625,110.2699966430664,110.41999816894531,111.12000274658203,37356200.0,105.9706802368164
